1.049117,0.447572,4.614790,5.854305
1.525386,0.642936,4.138521,5.658940
1.802428,0.747241,3.861479,5.554636
2.038631,0.829470,3.625276,5.472406
2.208609,0.905629,3.455298,5.396247
2.347682,0.971854,3.316225,5.330022
2.475717,1.022075,3.188190,5.279801
2.590508,1.080022,3.073400,5.221854
2.695916,1.129139,2.967991,5.172737
2.779249,1.165011,2.884658,5.136865
2.857616,1.210817,2.806291,5.091060
2.933775,1.243377,2.730132,5.058499
2.998344,1.277042,2.665563,5.024834
3.054636,1.307947,2.609272,4.993929
3.100993,1.330022,2.562914,4.971854
3.141280,1.350442,2.522627,4.951435
3.175497,1.367550,2.488411,4.934327
3.216887,1.384658,2.447020,4.917219
3.250000,1.405077,2.413907,4.896799
3.289183,1.423289,2.374724,4.878587
3.323400,1.439845,2.340508,4.862031
3.347682,1.452539,2.316225,4.849338
3.371413,1.463576,2.292494,4.838300
3.397351,1.476269,2.266556,4.825607
3.423289,1.486203,2.240618,4.815673
3.451987,1.498344,2.211921,4.803532
3.469095,1.516004,2.194812,4.785872
3.499448,1.525386,2.164459,4.776490
3.524834,1.533664,2.139073,4.768212
3.544150,1.546909,2.119757,4.754967
3.562362,1.555740,2.101545,4.746137
3.577263,1.567881,2.086645,4.733996
3.595475,1.577263,2.068433,4.724614
3.612031,1.588300,2.051876,4.713576
3.626932,1.594371,2.036976,4.707506
3.641832,1.604857,2.022075,4.697020
3.658389,1.610927,2.005519,4.690949
3.677704,1.620309,1.986203,4.681567
3.692053,1.630243,1.971854,4.671634
3.710265,1.639625,1.953642,4.662252
3.722958,1.650110,1.940949,4.651766
3.736203,1.658940,1.927704,4.642936
3.751656,1.664459,1.912252,4.637417
3.763245,1.672185,1.900662,4.629691
3.780905,1.677704,1.883002,4.624172
3.789183,1.685430,1.874724,4.616446
3.799117,1.693157,1.864790,4.608720
3.810155,1.701435,1.853753,4.600442
3.818985,1.710817,1.844923,4.591060
3.823951,1.715784,1.839956,4.586093
3.833885,1.724062,1.830022,4.577815
3.840508,1.728477,1.823400,4.573400
3.854857,1.733996,1.809051,4.567881
3.859823,1.739514,1.804084,4.562362
3.865342,1.745585,1.798565,4.556291
3.871965,1.751104,1.791943,4.550773
3.879691,1.757726,1.784216,4.544150
3.891280,1.767660,1.772627,4.534216
3.901214,1.770419,1.762693,4.531457
3.907837,1.776490,1.756071,4.525386
3.920530,1.780353,1.743377,4.521523
3.933775,1.784768,1.730132,4.517108
3.939294,1.793046,1.724614,4.508830
3.951435,1.797461,1.712472,4.504415
3.961921,1.801325,1.701987,4.500552
3.970199,1.808499,1.693709,4.493377
3.979029,1.811810,1.684879,4.490066
3.985099,1.817881,1.678808,4.483996
3.992274,1.820640,1.671634,4.481236
3.999448,1.824503,1.664459,4.477373
4.004967,1.830022,1.658940,4.471854
4.013797,1.836093,1.650110,4.465784
4.020971,1.837748,1.642936,4.464128
4.025386,1.840508,1.638521,4.461369
4.034216,1.842163,1.629691,4.459713
4.039183,1.843267,1.624724,4.458609
4.043598,1.846578,1.620309,4.455298
4.046909,1.850442,1.616998,4.451435
4.056291,1.857064,1.607616,4.444812
4.063466,1.862583,1.600442,4.439294
4.067329,1.866446,1.596578,4.435430
4.071744,1.867550,1.592163,4.434327
4.074503,1.870309,1.589404,4.431567
4.080022,1.872517,1.583885,4.429360
4.084437,1.874724,1.579470,4.427152
4.089956,1.878035,1.573951,4.423841
4.094371,1.879691,1.569536,4.422185
4.103753,1.883554,1.560155,4.418322
4.111479,1.886865,1.552428,4.415011
4.121965,1.890177,1.541943,4.411700
4.126380,1.892384,1.537528,4.409492
4.129139,1.895695,1.534768,4.406181
4.131898,1.899558,1.532009,4.402318
4.140177,1.903974,1.523731,4.397903
4.145143,1.911700,1.518764,4.390177
4.149007,1.915563,1.514901,4.386313
4.153422,1.923289,1.510486,4.378587
4.157837,1.924393,1.506071,4.377483
4.161148,1.928256,1.502759,4.373620
4.164459,1.930464,1.499448,4.371413
